,make_model,power_kW,mileage,age,engine_size,type
3470,Peugeot 308,96.0,17800.0,3.0,1199.0,Used
3471,Peugeot 308,88.0,63980.0,5.0,1560.0,Used
3472,Peugeot 308,73.0,90999.0,3.0,1560.0,Used
3473,Peugeot 208,50.0,56663.0,6.0,999.0,Used
3476,Peugeot 208,74.0,4900.0,0.0,1199.0,Demonstration
3477,Peugeot 308,96.0,63700.0,3.0,1199.0,Used
3478,Peugeot 308,96.0,9500.0,0.0,1499.0,Used
3479,Peugeot 208,75.0,30800.0,2.0,1199.0,Used
3481,Peugeot 208,74.0,7900.0,0.0,1199.0,Demonstration
3482,Peugeot 208,60.0,99112.0,10.0,1199.0,Used
3484,Peugeot 308,96.0,9500.0,0.0,1499.0,Used
3485,Peugeot 208,81.0,32594.0,6.0,1199.0,Used
3486,Peugeot 308,96.0,149857.0,4.0,1499.0,Used
3487,Peugeot 208,74.0,10.0,0.0,1199.0,Pre-registered
3489,Peugeot 208,74.0,25034.0,1.0,1199.0,Employee's car
3490,Peugeot 308,73.0,16235.0,2.0,1499.0,Used
3491,Peugeot 208,55.0,3.0,0.0,1199.0,Pre-registered
3492,Peugeot 208,74.0,7820.0,0.0,1199.0,Used
3493,Peugeot 208,74.0,50.0,0.0,1199.0,Used
3494,Peugeot 208,74.0,7300.0,1.0,1199.0,Used
3495,Peugeot 208,50.0,49871.0,4.0,1199.0,Used
3496,Peugeot 208,100.0,150.0,0.0,1199.0,Demonstration
3497,Peugeot 308,73.0,90999.0,3.0,1560.0,Used
3498,Peugeot 208,74.0,19905.0,3.0,1199.0,Used
3499,Peugeot 208,55.0,12975.0,2.0,1200.0,Used
3500,Peugeot 208,100.0,150.0,0.0,1199.0,Demonstration
3501,Peugeot 208,55.0,4.0,0.0,1199.0,Pre-registered
3502,Peugeot 208,55.0,12975.0,2.0,1200.0,Used
3503,Peugeot 208,55.0,12975.0,2.0,1200.0,Used
3504,Peugeot 308,96.0,8500.0,0.0,1199.0,Used
3506,Peugeot 208,74.0,3000.0,0.0,1199.0,Demonstration
3507,Peugeot 208,73.0,67913.0,5.0,1560.0,Used
3508,Peugeot 208,75.0,30000.0,2.0,1199.0,Used
3509,Peugeot 208,60.0,73595.0,5.0,1199.0,Used
3510,Peugeot 208,147.0,121281.0,8.0,1598.0,Used
3511,Peugeot 208,147.0,73455.0,9.0,1598.0,Used
3514,Peugeot 208,147.0,125089.0,8.0,1598.0,Used
3516,Peugeot 208,147.0,113463.0,9.0,1598.0,Used
3517,Peugeot 308,96.0,30429.0,1.0,1500.0,Used
3518,Peugeot 308,200.0,45917.0,6.0,1598.0,Used
3520,Peugeot 208,75.0,77021.0,3.0,1500.0,Used
3522,Peugeot 3008,85.0,10700.0,5.0,1560.0,Used
3523,Peugeot 208,147.0,105177.0,9.0,1598.0,Used
3524,Peugeot 308,96.0,96064.0,6.0,1598.0,Used
3525,Peugeot 208,74.0,82774.0,5.0,1598.0,Used
3526,Peugeot 308,115.0,108849.0,11.0,1598.0,Used
3527,Peugeot 208,88.0,61483.0,10.0,1598.0,Used
3528,Peugeot 308,96.0,2000.0,0.0,1499.0,Pre-registered
3530,Peugeot 208,147.0,75227.0,9.0,1598.0,Used
3531,Peugeot 308,96.0,59670.0,5.0,1598.0,Used
3532,Peugeot 508,133.0,117122.0,3.0,1598.0,Used
3533,Peugeot 308,96.0,96663.0,6.0,1598.0,Used
3534,Peugeot 308,96.0,83582.0,6.0,1598.0,Used
3535,Peugeot 208,74.0,158000.0,7.0,1199.0,Used
3536,Peugeot 308,165.0,16498.0,1.0,1598.0,Used
3537,Peugeot 208,96.0,7530.0,2.0,1200.0,Used
3538,Peugeot 207,128.0,49900.0,15.0,1598.0,Used
3539,Peugeot 208,75.0,2.0,0.0,1199.0,Pre-registered
3541,Peugeot 508,165.0,33397.0,2.0,1598.0,Used
3543,Peugeot 308,88.0,63980.0,5.0,1560.0,Used
3545,Peugeot 308,88.0,121675.0,6.0,1560.0,Used
3546,Peugeot 308,93.0,131285.0,8.0,1598.0,Used
3547,Peugeot 308,134.0,52068.0,4.0,1997.0,Used
3549,Peugeot 208,75.0,10.0,0.0,1499.0,Demonstration
3550,Peugeot 308,88.0,90120.0,5.0,1560.0,Used
3551,Peugeot 3008,110.0,14000.0,4.0,1997.0,Used
3552,Peugeot 308,96.0,99441.0,5.0,1199.0,Used
3553,Peugeot 208,73.0,71310.0,5.0,1600.0,Used
3554,Peugeot 308,81.0,48146.0,4.0,1200.0,Used
3556,Peugeot 308,81.0,16744.0,1.0,1199.0,Used
3557,Peugeot 208,74.0,57039.0,4.0,1598.0,Used
3559,Peugeot 308,81.0,1000.0,0.0,1199.0,Pre-registered
3560,Peugeot 308,73.0,13750.0,6.0,1560.0,Demonstration
3562,Peugeot 308,96.0,6066.0,0.0,1499.0,Used
3563,Peugeot 208,60.0,88717.0,6.0,1199.0,Used
3565,Peugeot 308,96.0,94276.0,7.0,1199.0,Used
3567,Peugeot 208,81.0,19400.0,3.0,1200.0,Used
3568,Peugeot 208,60.0,99173.0,4.0,1199.0,Used
3569,Peugeot 308,93.0,126846.0,8.0,1598.0,Used
3570,Peugeot 208,68.0,90000.0,10.0,1560.0,Used
3571,Peugeot 208,90.0,89424.0,5.0,1560.0,Used
3572,Peugeot 208,55.0,2.0,0.0,1199.0,Pre-registered
3573,Peugeot 208,74.0,19904.0,2.0,1199.0,Used
3574,Peugeot 208,73.0,127861.0,5.0,1560.0,Used
3575,Peugeot 3008,96.0,29995.0,2.0,1499.0,Used
3576,Peugeot 308,96.0,45645.0,4.0,1200.0,Used
3577,Peugeot 208,96.0,8100.0,1.0,1199.0,Employee's car
3578,Peugeot 308,73.0,19950.0,5.0,1560.0,Demonstration
3579,Peugeot 308,96.0,65463.0,3.0,1500.0,Used
3581,Peugeot 308,115.0,117743.0,8.0,1598.0,Used
3582,Peugeot 208,60.0,143862.0,6.0,1199.0,Used
3583,Peugeot 308,96.0,11316.0,1.0,1199.0,Used
3584,Peugeot 208,73.0,57260.0,5.0,1600.0,Used
3586,Peugeot 308,88.0,147990.0,9.0,1598.0,Used
3587,Peugeot 208,73.0,58735.0,5.0,1600.0,Used
3588,Peugeot 308,88.0,116000.0,7.0,1560.0,Used
3589,Peugeot 208,60.0,41444.0,3.0,1200.0,Used
3590,Peugeot 308,96.0,67329.0,4.0,1199.0,Used
3591,Peugeot 208,60.0,95051.0,6.0,1199.0,Used
3593,Peugeot 208,88.0,109146.0,10.0,1598.0,Used
3594,Peugeot 208,60.0,40145.0,4.0,1200.0,Used
3595,Peugeot 208,74.0,5303.0,0.0,1199.0,Used
3596,Peugeot 208,74.0,46097.0,2.0,1200.0,Used
3597,Peugeot 208,60.0,121329.0,8.0,1199.0,Used
3598,Peugeot 308,73.0,73774.0,4.0,1600.0,Used
3599,Peugeot 208,74.0,26360.0,2.0,1199.0,Used
3600,Peugeot 308,96.0,33154.0,2.0,1598.0,Used
3602,Peugeot 208,60.0,89600.0,9.0,1199.0,Used
3603,Peugeot 208,60.0,53509.0,4.0,1200.0,Used
3604,Peugeot 208,55.0,1.0,0.0,1200.0,Pre-registered
3605,Peugeot 208,74.0,7500.0,1.0,1199.0,Demonstration
3606,Peugeot 208,60.0,91844.0,5.0,1199.0,Used
3609,Peugeot 208,155.0,27617.0,5.0,1598.0,Used
3610,Peugeot 208,60.0,36336.0,4.0,1199.0,Used
3611,Peugeot 308,81.0,83729.0,4.0,1199.0,Used
3613,Peugeot 208,96.0,3008.0,0.0,1199.0,Used
3614,Peugeot 208,74.0,92000.0,5.0,1560.0,Used
3617,Peugeot 208,60.0,91904.0,5.0,1199.0,Used
3618,Peugeot 208,55.0,89711.0,7.0,1560.0,Used
3619,Peugeot 208,81.0,41150.0,5.0,1199.0,Used
3620,Peugeot 208,60.0,37301.0,3.0,1200.0,Used
3621,Peugeot 308,90.0,106013.0,6.0,1560.0,Used
3622,Peugeot 208,75.0,56226.0,4.0,1499.0,Used
3623,Peugeot 208,60.0,32818.0,3.0,1200.0,Used
3624,Peugeot 208,60.0,50859.0,4.0,1200.0,Used
3625,Peugeot 208,60.0,13925.0,3.0,1200.0,Used
3626,Peugeot 208,55.0,80249.0,5.0,1600.0,Used
3628,Peugeot 208,74.0,88867.0,6.0,1560.0,Used
3629,Peugeot 208,96.0,15000.0,1.0,1199.0,Employee's car
3630,Peugeot 208,60.0,114272.0,5.0,1199.0,Used
3632,Peugeot 308,96.0,52300.0,5.0,1199.0,Used
3633,Peugeot 208,96.0,4281.0,0.0,1199.0,Used
3634,Peugeot 208,60.0,106458.0,9.0,1199.0,Used
3635,Peugeot 208,61.0,68442.0,3.0,1199.0,Used
3636,Peugeot 308,81.0,55852.0,5.0,1199.0,Used
3637,Peugeot 208,60.0,21066.0,3.0,1200.0,Used
3638,Peugeot 208,60.0,125671.0,7.0,1199.0,Used
3639,Peugeot 208,76.0,8649.0,1.0,1199.0,Used
3640,Peugeot 308,81.0,79298.0,3.0,1199.0,Used
3641,Peugeot 208,100.0,28947.0,2.0,0.0,Used
3643,Peugeot 208,96.0,31119.0,2.0,1199.0,Used
3644,Peugeot 208,60.0,55099.0,8.0,1199.0,Used
3645,Peugeot 208,60.0,106297.0,9.0,1199.0,Used
3646,Peugeot 208,60.0,73145.0,8.0,1199.0,Used
3647,Peugeot 208,75.0,56255.0,3.0,1500.0,Used
3649,Peugeot 208,82.0,52944.0,5.0,1199.0,Used
3650,Peugeot 208,60.0,23506.0,3.0,1200.0,Used
3651,Peugeot 208,73.0,28685.0,3.0,1499.0,Used
3652,Peugeot 308,112.0,13509.0,0.0,1598.0,Used
3653,Peugeot 308,81.0,56899.0,5.0,1199.0,Used
3654,Peugeot 308,81.0,38929.0,4.0,1199.0,Used
3655,Peugeot 208,74.0,13017.0,1.0,1200.0,Used
3656,Peugeot 208,60.0,126716.0,5.0,1199.0,Used
3657,Peugeot 208,60.0,41591.0,4.0,1200.0,Used
3658,Peugeot 308,81.0,60000.0,5.0,1199.0,Used
3659,Peugeot 208,74.0,3894.0,0.0,1199.0,Used
3660,Peugeot 208,55.0,11802.0,5.0,1600.0,Used
3661,Peugeot 208,55.0,48945.0,5.0,1560.0,Used
3662,Peugeot 208,60.0,43478.0,5.0,1199.0,Used
3663,Peugeot 208,82.0,11568.0,3.0,1199.0,Used
3664,Peugeot 208,96.0,21765.0,1.0,1199.0,Used
3665,Peugeot 208,55.0,59592.0,5.0,1600.0,Used
3666,Peugeot 208,50.0,3740.0,3.0,1200.0,Used
3667,Peugeot 308,81.0,70000.0,5.0,1199.0,Used
3668,Peugeot 208,82.0,52944.0,5.0,1199.0,Used
3669,Peugeot 308,97.0,80489.0,3.0,1499.0,Used
3672,Peugeot 208,76.0,69855.0,3.0,1499.0,Used
3673,Peugeot 208,60.0,79270.0,9.0,1199.0,Used
3674,Peugeot 208,55.0,1.0,0.0,1200.0,Pre-registered
3675,Peugeot 208,60.0,35074.0,4.0,1200.0,Used
3677,Peugeot 208,50.0,81775.0,3.0,1200.0,Used
3678,Peugeot 208,60.0,132377.0,8.0,1199.0,Used
3679,Peugeot 208,60.0,49054.0,6.0,1199.0,Used
3680,Peugeot 208,74.0,13622.0,2.0,1200.0,Used
3681,Peugeot 208,60.0,59520.0,7.0,1199.0,Used
3683,Peugeot 208,76.0,37806.0,3.0,1499.0,Used
3684,Peugeot 208,100.0,100.0,0.0,1199.0,Pre-registered
3685,Peugeot 208,55.0,1232.0,0.0,1199.0,Pre-registered
3686,Peugeot 208,76.0,46617.0,2.0,1499.0,Used
3687,Peugeot 208,74.0,27888.0,2.0,1199.0,Used
3688,Peugeot 208,50.0,14987.0,4.0,1000.0,Used
3689,Peugeot 208,74.0,23275.0,1.0,1199.0,Used
3690,Peugeot 208,61.0,51851.0,3.0,1199.0,Used
3691,Peugeot 208,51.0,102549.0,3.0,1199.0,Used
3692,Peugeot 208,76.0,1110.0,0.0,1199.0,Used
3693,Peugeot 208,100.0,18975.0,1.0,1199.0,Used
3694,Peugeot 208,60.0,68983.0,8.0,1199.0,Used
3695,Peugeot 308,76.0,40601.0,3.0,1499.0,Used
3696,Peugeot 208,74.0,25810.0,2.0,1199.0,Used
3697,Peugeot 208,60.0,52141.0,5.0,1199.0,Used
3698,Peugeot 208,96.0,7384.0,2.0,1199.0,Used
3699,Peugeot 208,76.0,14847.0,1.0,1199.0,Used
3700,Peugeot 308,97.0,56133.0,3.0,1499.0,Used
3701,Peugeot 208,76.0,58419.0,3.0,1199.0,Used
3702,Peugeot 208,76.0,13035.0,2.0,1199.0,Used
3704,Peugeot 208,50.0,31103.0,3.0,1200.0,Used
3705,Peugeot 308,97.0,52537.0,4.0,1199.0,Used
3706,Peugeot 308,97.0,30330.0,4.0,1199.0,Used
3707,Peugeot 308,85.0,112446.0,7.0,1199.0,Used
3708,Peugeot 208,76.0,41580.0,2.0,1499.0,Used
3709,Peugeot 208,76.0,14839.0,2.0,1199.0,Used
3710,Peugeot 208,60.0,80169.0,5.0,1199.0,Used
3711,Peugeot 208,60.0,48808.0,6.0,1199.0,Used
3712,Peugeot 208,60.0,69168.0,4.0,1199.0,Used
3713,Peugeot 208,56.0,16093.0,2.0,1199.0,Used
3714,Peugeot 208,97.0,20651.0,1.0,1199.0,Used
3715,Peugeot 308,97.0,29763.0,3.0,1199.0,Used
3716,Peugeot 208,82.0,58745.0,5.0,1199.0,Used
3717,Peugeot 208,61.0,55608.0,5.0,1199.0,Used
3718,Peugeot 308,97.0,44610.0,3.0,1499.0,Used
3719,Peugeot 208,76.0,29148.0,3.0,1199.0,Used
3720,Peugeot 207,88.0,53094.0,8.0,1598.0,Used
3721,Peugeot 207,88.0,53094.0,8.0,1598.0,Used
3722,Peugeot 308,88.0,54296.0,12.0,1598.0,Used
3723,Peugeot 308,115.0,83214.0,9.0,1598.0,Used
3724,Peugeot 207,88.0,42650.0,7.0,1598.0,Used
3725,Peugeot 207,82.0,46342.0,8.0,1600.0,Used
3726,Peugeot 207,88.0,88505.0,12.0,1598.0,Used
3728,Peugeot 308,115.0,91000.0,12.0,1598.0,Used
3729,Peugeot 308,120.0,92037.0,11.0,1997.0,Used
3731,Peugeot 308,103.0,119555.0,13.0,1598.0,Used
3732,Peugeot 207,88.0,62325.0,7.0,1598.0,Used
3733,Peugeot 207,88.0,50000.0,13.0,1598.0,Used
3734,Peugeot 308,88.0,79152.0,10.0,1598.0,Used
3735,Peugeot 207,88.0,68779.0,10.0,1598.0,Used
3736,Peugeot 207,88.0,117000.0,14.0,1598.0,Used
3739,Peugeot 207,80.0,35900.0,12.0,1560.0,Used
3741,Peugeot 308,115.0,90152.0,7.0,1598.0,Used
3743,Peugeot 308,82.0,121694.0,9.0,1600.0,Used
3745,Peugeot 308,100.0,82000.0,12.0,1997.0,Used
3746,Peugeot 308,88.0,61430.0,8.0,1598.0,Used
3752,Peugeot 308,120.0,79603.0,8.0,1997.0,Used
3759,Peugeot 207,88.0,41168.0,10.0,1598.0,Used
3760,Peugeot 207,88.0,44380.0,9.0,1598.0,Used
3761,Peugeot 207,110.0,56000.0,14.0,1598.0,Used
3765,Peugeot 207,88.0,52500.0,11.0,1598.0,Used
3766,Peugeot 207,88.0,73364.0,12.0,1598.0,Used
3771,Peugeot 308,120.0,76200.0,10.0,1997.0,Used
3776,Peugeot 308,84.0,87000.0,8.0,1560.0,Used
3782,Peugeot 308,115.0,136450.0,12.0,1598.0,Used
3783,Peugeot 207,88.0,79000.0,14.0,1598.0,Used
3784,Peugeot 308,110.0,89500.0,13.0,1598.0,Used
3789,Peugeot 308,115.0,165404.0,11.0,1598.0,Used
3790,Peugeot 207,115.0,84000.0,10.0,1598.0,Used
3792,Peugeot 308,110.0,133000.0,13.0,1598.0,Used
3796,Peugeot 308,115.0,89971.0,11.0,1598.0,Used
3797,Peugeot 207,115.0,69400.0,11.0,1598.0,Used
3801,Peugeot 308,82.0,36200.0,11.0,1560.0,Used
3802,Peugeot 308,88.0,157321.0,10.0,1598.0,Used
3803,Peugeot 308,100.0,144000.0,13.0,1997.0,Used
3805,Peugeot 207,82.0,98997.0,11.0,1560.0,Used
3809,Peugeot 207,115.0,49785.0,11.0,1598.0,Used
3810,Peugeot 308,88.0,112427.0,10.0,1598.0,Used
3813,Peugeot 308,88.0,112427.0,10.0,1598.0,Used
3814,Peugeot 308,103.0,133000.0,13.0,1997.0,Used
3816,Peugeot 308,88.0,112427.0,10.0,1598.0,Used
3817,Peugeot 308,110.0,128856.0,13.0,1598.0,Used
3818,Peugeot 308,103.0,170561.0,11.0,1997.0,Used
3819,Peugeot 308,90.0,98775.0,11.0,1598.0,Used
3820,Peugeot 308,88.0,112427.0,10.0,1598.0,Used
3822,Peugeot 308,88.0,109013.0,8.0,1598.0,Used
3824,Peugeot 308,88.0,112427.0,10.0,1598.0,Used
3826,Peugeot 308,88.0,119000.0,11.0,1600.0,Used
3827,Peugeot 308,88.0,121073.0,11.0,1598.0,Used
3829,Peugeot 308,88.0,112427.0,10.0,1598.0,Used
3830,Peugeot 207,88.0,57000.0,9.0,1598.0,Used
3831,Peugeot 308,88.0,112427.0,10.0,1598.0,Used
3832,Peugeot 308,88.0,121073.0,11.0,1598.0,Used
3833,Peugeot 308,88.0,112427.0,10.0,1598.0,Used
3834,Peugeot 308,88.0,121073.0,11.0,1598.0,Used
3835,Peugeot 308,88.0,121073.0,11.0,1598.0,Used
3836,Peugeot 308,88.0,121073.0,11.0,1598.0,Used
3837,Peugeot 308,88.0,121073.0,11.0,1598.0,Used
3839,Peugeot 308,88.0,121073.0,11.0,1598.0,Used
3841,Peugeot 308,88.0,121073.0,11.0,1598.0,Used
3842,Peugeot 308,88.0,119000.0,11.0,1600.0,Used
3844,Peugeot 207,88.0,9063.0,12.0,1598.0,Used
3849,Peugeot 308,120.0,41400.0,8.0,1997.0,Used
3850,Peugeot 308,100.0,86000.0,12.0,1997.0,Used
3852,Peugeot 308,115.0,77300.0,7.0,1598.0,Used
3853,Peugeot 308,120.0,114000.0,10.0,1997.0,Used
3857,Peugeot 308,115.0,85292.0,11.0,1598.0,Used
3864,Peugeot 308,120.0,173000.0,9.0,1997.0,Used
3865,Peugeot 308,115.0,121339.0,12.0,1598.0,Used
3868,Peugeot 308,84.0,158000.0,9.0,1560.0,Used
3873,Peugeot 308,103.0,104000.0,11.0,1997.0,Used
3880,Peugeot 308,82.0,124935.0,9.0,1560.0,Used
3891,Peugeot 308,147.0,163000.0,10.0,1598.0,Used
3892,Peugeot 308,84.0,115349.0,9.0,1560.0,Used
3896,Peugeot 308,120.0,108000.0,11.0,1997.0,Used
3898,Peugeot 308,82.0,82000.0,11.0,1560.0,Used
3902,Peugeot 308,115.0,84500.0,9.0,1598.0,Used
3910,Peugeot 308,122.0,78200.0,10.0,1997.0,Used
3911,Peugeot 308,115.0,127000.0,11.0,1598.0,Used
3917,Peugeot 207,88.0,84000.0,9.0,1598.0,Used
3922,Peugeot 207,88.0,38374.0,15.0,1598.0,Used
3924,Peugeot 308,147.0,103072.0,10.0,1598.0,Used
3926,Peugeot 308,115.0,96000.0,11.0,1598.0,Used
3928,Peugeot 308,88.0,72195.0,8.0,1598.0,Used
3929,Peugeot 308,82.0,65000.0,10.0,1560.0,Used
3934,Peugeot 207,82.0,72186.0,8.0,1560.0,Used
3941,Peugeot 308,120.0,174000.0,11.0,1997.0,Used
3948,Peugeot 308,95.0,83800.0,1.0,1598.0,Used
3958,Peugeot 308,115.0,107000.0,12.0,1598.0,Used
3962,Peugeot 207,88.0,39900.0,10.0,1598.0,Used
3964,Peugeot 308,84.0,107000.0,8.0,1560.0,Used
3968,Peugeot 207,115.0,82908.0,11.0,1598.0,Used
3976,Peugeot 207,110.0,160500.0,13.0,1598.0,Used
3983,Peugeot 308,103.0,227350.0,12.0,2000.0,Used
3987,Peugeot 207,115.0,85176.0,10.0,1598.0,Used
3994,Peugeot 308,82.0,156517.0,10.0,1560.0,Used
3996,Peugeot RCZ,115.0,76023.0,10.0,1598.0,Used
3997,Peugeot RCZ,115.0,64863.0,7.0,1598.0,Used
3998,Peugeot RCZ,115.0,100485.0,11.0,1598.0,Used
3999,Peugeot RCZ,147.0,105733.0,7.0,1598.0,Used
4000,Peugeot RCZ,115.0,76767.0,8.0,1598.0,Used
4001,Peugeot RCZ,147.0,151708.0,11.0,1598.0,Used
4002,Peugeot 308,115.0,65932.0,11.0,1598.0,Used
4003,Peugeot RCZ,115.0,83000.0,11.0,1598.0,Used
4004,Peugeot RCZ,120.0,166000.0,11.0,1997.0,Used
4005,Peugeot RCZ,115.0,96000.0,10.0,1598.0,Used
4006,Peugeot RCZ,115.0,53634.0,11.0,1598.0,Used
4007,Peugeot RCZ,115.0,45936.0,9.0,1598.0,Used
4008,Peugeot RCZ,115.0,175147.0,11.0,1598.0,Used
4009,Peugeot RCZ,115.0,158041.0,11.0,1598.0,Used
4010,Peugeot RCZ,115.0,125000.0,11.0,1598.0,Used
4011,Peugeot RCZ,120.0,149000.0,11.0,1997.0,Used
4012,Peugeot 308,120.0,79603.0,8.0,1997.0,Used
4013,Peugeot RCZ,115.0,147215.0,11.0,1598.0,Used
4014,Peugeot RCZ,120.0,70194.0,7.0,1997.0,Used
4015,Peugeot 207,88.0,44380.0,9.0,1598.0,Used
4016,Peugeot RCZ,199.0,60000.0,9.0,1598.0,Used
4017,Peugeot RCZ,118.0,79000.0,10.0,1598.0,Used
4018,Peugeot RCZ,115.0,101918.0,10.0,1598.0,Used
4019,Peugeot RCZ,115.0,62510.0,8.0,1598.0,Used
4021,Peugeot RCZ,120.0,121422.0,12.0,1997.0,Used
4022,Peugeot RCZ,199.0,109500.0,8.0,1598.0,Used
4023,Peugeot RCZ,115.0,83000.0,10.0,1598.0,Used
4024,Peugeot RCZ,115.0,87500.0,9.0,1598.0,Used
4028,Peugeot RCZ,147.0,43000.0,11.0,1598.0,Used
4029,Peugeot RCZ,115.0,179500.0,10.0,1598.0,Used
4030,Peugeot RCZ,120.0,145900.0,11.0,1997.0,Used
4031,Peugeot RCZ,115.0,198609.0,9.0,1600.0,Used
4032,Peugeot RCZ,115.0,198609.0,9.0,1600.0,Used
4033,Peugeot RCZ,115.0,198609.0,9.0,1600.0,Used
4035,Peugeot RCZ,120.0,218722.0,10.0,1997.0,Used
4036,Peugeot RCZ,115.0,119987.0,10.0,1598.0,Used
4037,Peugeot RCZ,120.0,197496.0,10.0,1997.0,Used
4038,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4039,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4040,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4041,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4042,Peugeot RCZ,115.0,146280.0,11.0,1598.0,Used
4043,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4044,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4045,Peugeot RCZ,199.0,55000.0,8.0,1598.0,Used
4046,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4047,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4048,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4049,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4050,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4051,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4052,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4053,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4054,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4055,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4056,Peugeot RCZ,147.0,109065.0,11.0,1598.0,Used
4057,Peugeot RCZ,115.0,128000.0,12.0,1598.0,Used
4058,Peugeot RCZ,199.0,173000.0,7.0,1598.0,Used
4059,Peugeot RCZ,199.0,150000.0,7.0,1598.0,Used
4060,Peugeot RCZ,199.0,86000.0,7.0,1598.0,Used
4061,Peugeot RCZ,199.0,140000.0,8.0,1598.0,Used
4062,Peugeot RCZ,199.0,93800.0,7.0,1598.0,Used
4064,Peugeot RCZ,182.0,24298.0,9.0,1598.0,Used
4065,Peugeot RCZ,147.0,136000.0,11.0,1598.0,Used
4066,Peugeot RCZ,120.0,149000.0,9.0,1997.0,Used
4067,Peugeot RCZ,199.0,55000.0,8.0,1600.0,Used
4068,Peugeot RCZ,147.0,156000.0,8.0,1598.0,Used
4069,Peugeot RCZ,147.0,29900.0,6.0,1598.0,Used
4070,Peugeot RCZ,115.0,141100.0,11.0,1598.0,Used
4071,Peugeot RCZ,199.0,126720.0,8.0,1598.0,Used
4073,Peugeot RCZ,147.0,140659.0,7.0,1598.0,Used
4074,Peugeot RCZ,147.0,130288.0,11.0,1598.0,Used
4076,Peugeot RCZ,147.0,8000.0,10.0,1598.0,Used
4078,Peugeot RCZ,147.0,165400.0,12.0,1598.0,Used
4079,Peugeot RCZ,147.0,110000.0,11.0,1598.0,Used
4080,Peugeot 208,147.0,106456.0,8.0,1598.0,Used
4081,Peugeot RCZ,115.0,116643.0,12.0,1598.0,Used
4082,Peugeot RCZ,120.0,187000.0,10.0,1997.0,Used
4083,Peugeot RCZ,115.0,124388.0,12.0,1598.0,Used
4084,Peugeot RCZ,120.0,60000.0,9.0,1997.0,Used
4086,Peugeot RCZ,147.0,71000.0,9.0,1598.0,Used
4089,Peugeot RCZ,120.0,79585.0,10.0,1997.0,Used
4090,Peugeot RCZ,115.0,94000.0,11.0,1598.0,Used
4091,Peugeot RCZ,115.0,94000.0,11.0,1598.0,Used
4092,Peugeot RCZ,147.0,131270.0,12.0,1598.0,Used
4093,Peugeot RCZ,147.0,163000.0,12.0,1598.0,Used
4094,Peugeot RCZ,115.0,93000.0,12.0,1598.0,Used
4095,Peugeot RCZ,147.0,24000.0,10.0,1598.0,Used
4096,Peugeot RCZ,147.0,96200.0,10.0,1598.0,Used
4097,Peugeot RCZ,147.0,115300.0,11.0,1598.0,Used
4098,Peugeot RCZ,115.0,77603.0,9.0,1598.0,Used
4099,Peugeot RCZ,199.0,86978.0,8.0,1587.0,Used
4100,Peugeot RCZ,120.0,154028.0,11.0,1997.0,Used
4101,Peugeot RCZ,147.0,121500.0,9.0,1598.0,Used
4102,Peugeot 207,88.0,76900.0,10.0,1598.0,Used
4103,Peugeot RCZ,120.0,250000.0,10.0,1997.0,Used
4104,Peugeot RCZ,115.0,68822.0,9.0,1598.0,Used
4105,Peugeot RCZ,115.0,133000.0,12.0,1598.0,Used
4106,Peugeot RCZ,147.0,137700.0,11.0,1598.0,Used
4107,Peugeot RCZ,115.0,88000.0,8.0,1598.0,Used
4108,Peugeot RCZ,115.0,143000.0,11.0,1598.0,Used
4109,Peugeot RCZ,147.0,90400.0,11.0,1598.0,Used
4110,Peugeot RCZ,147.0,105000.0,12.0,1598.0,Used
4111,Peugeot RCZ,115.0,129000.0,11.0,1598.0,Used
4112,Peugeot RCZ,120.0,169014.0,12.0,1598.0,Used
4113,Peugeot RCZ,115.0,83281.0,11.0,1598.0,Used
4114,Peugeot RCZ,147.0,95000.0,8.0,1598.0,Used
4115,Peugeot RCZ,115.0,88632.0,8.0,1598.0,Used
4116,Peugeot RCZ,147.0,13000.0,11.0,1598.0,Used
4117,Peugeot RCZ,120.0,75306.0,7.0,1997.0,Used
4118,Peugeot RCZ,120.0,160750.0,11.0,1997.0,Used
4119,Peugeot RCZ,147.0,175351.0,10.0,1598.0,Used
4120,Peugeot RCZ,115.0,86891.0,12.0,1598.0,Used
4121,Peugeot RCZ,147.0,71210.0,7.0,1598.0,Used
4122,Peugeot RCZ,115.0,145000.0,9.0,1598.0,Used
4123,Peugeot RCZ,115.0,98000.0,10.0,1598.0,Used
